id pop year region species cluster geno_sex sequenced rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode isotope_d13C isotope_d15N isotope_d13C_resid isotope_d15N_resid isotope_CN_ratio csize PC1 PC2 PC3 PC4 PC5 PC6 egg_diameter_mean egg_diameter_sd egg_number egg_weight sex testis_length_mean testis_width_mean testis_weight std_length body_depth1 body_depth2 spine_dorsal1 spine_dorsal2 spine_dorsal3 spine_pelvic joint_sex raker_long_count raker_short_count plate_count
CP13 CP 2014 NA NA NA NA NA 158.570595728003 168 156.091808739957 163 150.839334705075 159 465.501739173036 465.501739173036 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP14 CP 2014 NA NA NA NA NA 157.119017842254 180 156.328289144572 179 154.216733366683 174 467.66404035351 467.66404035351 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP15 CP 2014 NA NA NA NA NA 164.392733230532 192 154.031490940632 182 146.069884830378 157 464.494109001542 464.494109001542 NA NA NA NA NA NA NA NA NA NA NA NA 1.59 0.0737864787372622 93 3.66 F NA NA NA NA NA NA NA NA NA NA F NA NA NA
CP16 CP 2014 NA NA NA NA NA 166.65521540873 186 163.238873319717 180 159.70512516031 167 489.599213888757 489.599213888757 NA NA NA NA NA NA NA NA NA NA NA NA 1.53 0.0674948557710553 75 3.81 F NA NA NA NA NA NA NA NA NA NA F NA NA NA
CP17 CP 2014 NA NA NA NA NA 163.643336899667 170 165.142950546838 164 164.759361626248 161 493.545649072753 493.545649072753 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP18 CP 2014 NA NA NA NA NA 175.939676227455 101 174.198099323647 104 172.706913827655 197 522.844689378757 522.844689378757 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP19 CP 2014 NA NA NA NA NA 174.487764870388 210 172.82827793912 196 171.175881108601 189 518.49192391811 518.49192391811 NA NA NA NA NA NA NA NA NA NA NA NA 0.94 0.0699205898780101 98 1.898 F NA NA NA NA NA NA NA NA NA NA F NA NA NA
CP2 CP 2014 NA NA NA NA NA 147.203492323685 158 146.981748760595 158 145.324354309931 158 439.509595394211 439.509595394211 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP20 CP 2014 NA NA NA NA NA 153.566276548011 158 150.409045019444 155 144.858809452588 139 448.834131020042 448.834131020042 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP21 CP 2014 NA NA NA NA NA 156.45612176628 161 155.664566607196 159 152.742213053821 157 464.862901427297 464.862901427297 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP22 CP 2014 NA NA NA NA NA 172.147056889181 190 165.513548174942 182 158.465850049326 164 496.126455113449 496.126455113449 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP23 CP 2014 NA NA NA NA NA 163.095108695652 183 162.712222013993 180 161.492410044978 174 487.299740754623 487.299740754623 NA NA NA NA NA NA NA NA NA NA NA NA 0.9 0.0666666666666667 57 1.44 F NA NA NA NA NA NA NA NA NA NA F NA NA NA
CP24 CP 2014 NA NA NA NA NA 172.041429093567 190 170.927558479532 189 167.994736842105 186 510.963724415205 510.963724415205 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP25 CP 2014 NA NA NA NA NA 165.070878864606 185 162.297907782516 178 158.979910714286 165 486.348697361407 486.348697361407 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP26 CP 2014 NA NA NA NA NA 166.992026884555 134 162.230610832894 189 156.38037032156 178 485.603008039009 485.603008039009 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP27 CP 2014 NA NA NA NA NA 181.054972496878 246 176.171936692201 205 171.465798265447 189 528.692707454527 528.692707454527 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP28 CP 2014 NA NA NA NA NA 157.835672672237 136 156.515622084465 148 155.309539112226 175 469.660833868928 469.660833868928 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP29 CP 2014 NA NA NA NA NA 172.996508874717 163 170.466946648001 161 166.956879417915 160 510.420334940634 510.420334940634 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP3 CP 2014 NA NA NA NA NA 161.050365439437 186 159.551950021229 182 158.410626554255 178 479.012942014921 479.012942014921 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP30 CP 2014 NA NA NA NA NA 169.63504115462 173 163.494804536008 168 156.524046407357 161 489.653892097986 489.653892097986 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP31 CP 2014 NA NA NA NA NA 177.816432296824 190 171.727107678088 186 163.396811249752 168 512.940351224665 512.940351224665 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP32 CP 2014 NA NA NA NA NA 168.66925131558 186 165.095359591772 180 158.579293573593 165 492.343904480944 492.343904480944 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP33 CP 2014 NA NA NA NA NA 157.898460858929 164 153.116081136178 158 145.342501359065 150 456.357043354172 456.357043354172 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP34 CP 2014 NA NA NA NA NA 156.880409873633 135 151.304818961566 150 146.704260241385 149 454.889489076584 454.889489076584 NA NA NA NA NA NA NA NA NA NA NA NA 1.515 0.066874675492463 69 3.921 F NA NA NA NA NA NA NA NA NA NA F NA NA NA
CP35 CP 2014 NA NA NA NA NA 180.108960393274 183 172.985894642757 174 160.583431093235 160 513.678286129267 513.678286129267 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP36 CP 2014 NA NA NA NA NA 176.756758764112 204 175.29206278471 200 171.345612992672 190 523.394434541493 523.394434541493 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP37 CP 2014 NA NA NA NA NA 173.180173992674 187 167.756066849817 181 159.846001221001 163 500.782242063492 500.782242063492 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP38 CP 2014 NA NA NA NA NA 158.325218023256 163 155.345082364341 161 150.412346576227 159 464.082646963824 464.082646963824 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP39 CP 2014 NA NA NA NA NA 174.033645276292 187 171.53011734997 185 166.719994058229 178 512.283756684492 512.283756684492 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP4 CP 2014 NA NA NA NA NA 155.804118127575 185 155.280881517261 181 153.777471942037 168 464.862471586873 464.862471586873 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP40 CP 2014 NA NA NA NA NA 180.388598712673 200 174.142502901762 188 166.674132109317 181 521.205233723752 521.205233723752 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP5 CP 2014 NA NA NA NA NA 163.190462793642 189 162.187428410667 186 160.30107710548 179 485.678968309788 485.678968309788 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP6 CP 2014 NA NA NA NA NA 156.783105926301 165 155.375783525389 163 153.856931429657 161 466.015820881347 466.015820881347 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP6A CP 2014 NA NA NA NA NA 188.446327683616 226 185.432595731325 196 180.64344005022 182 554.52236346516 554.52236346516 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP7 CP 2014 NA NA NA NA NA 161.083053000137 165 160.350078950982 164 158.421838528079 163 479.854970479198 479.854970479198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP8 CP 2014 NA NA NA NA NA 162.21044921875 169 162.14404296875 167 160.546258223684 163 484.900750411184 484.900750411184 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP9 CP 2014 NA NA NA NA NA 160.441474039829 179 159.118678876245 173 156.545910384068 167 476.106063300142 476.106063300142 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC1 FT 2014 NA NA NA NA NA 166.602281316567 187 156.294372294372 167 143.474953617811 136 466.37160722875 466.37160722875 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC10 FT 2014 NA NA NA NA NA 174.942994875944 189 160.338760787487 162 145.900788834951 148 481.182544498382 481.182544498382 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC11 FT 2014 NA NA NA NA NA 169.004849179076 180 161.971668575792 162 156.754028255059 157 487.730546009927 487.730546009927 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC12 FT 2014 NA NA NA NA NA 166.734931009441 186 157.909119203237 161 147.444729743749 144 472.088779956427 472.088779956427 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC13 FT 2014 NA NA NA NA NA 183.556078904992 133 175.595974235105 190 164.140821256039 175 523.292874396135 523.292874396135 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC14 FT 2014 NA NA NA NA NA 187.087807846506 219 181.246241408935 192 170.825959335624 181 539.160008591065 539.160008591065 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC2 FT 2014 NA NA NA NA NA 167.881582192625 187 157.00937230238 165 143.079664570231 151 467.970619065236 467.970619065236 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC3 FT 2014 NA NA NA NA NA 170.101725603222 188 162.661160994716 180 152.427964379411 159 485.190850977349 485.190850977349 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC4 FT 2014 NA NA NA NA NA 167.716511520433 181 158.805010893246 163 147.670660856935 156 474.192183270615 474.192183270615 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC5 FT 2014 NA NA NA NA NA 180.00008938947 190 174.276660409404 186 166.710378117458 166 520.987127916331 520.987127916331 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC6 FT 2014 NA NA NA NA NA 173.575870051086 99 158.42496807152 101 141.233477011494 156 473.2343151341 473.2343151341 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC7 FT 2014 NA NA NA NA NA 175.119450379867 107 165.481392450142 183 152.275967473884 158 492.876810303894 492.876810303894 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC8 FT 2014 NA NA NA NA NA 191.369689542484 213 181.763752723312 189 166.607128267974 167 539.740570533769 539.740570533769 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
FTGC9 FT 2014 NA NA NA NA NA 181.655735735736 191 172.486636636637 185 162.343843843844 167 516.486216216216 516.486216216216 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC11 GC 2014 NA NA NA NA NA 173.863652708313 190 158.919649570135 180 137.664411101304 154 470.447713379752 470.447713379752 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC13 GC 2014 NA NA NA NA NA 176.20882135697 130 164.171678801308 127 150.769758362351 102 491.150258520629 491.150258520629 NA NA NA NA NA NA NA NA NA NA NA NA 1.405 0.0926462807312486 44 4.742 F NA NA NA NA NA NA NA NA NA NA F NA NA NA
GC17 GC 2014 NA NA NA NA NA 174.927854938272 189 171.394367283951 187 166.991936728395 186 513.314158950617 513.314158950617 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC20 GC 2014 NA NA NA NA NA 150.08139619883 160 143.121820175439 156 133.410635964912 143 426.613852339181 426.613852339181 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC22 GC 2014 NA NA NA NA NA 138.680421233613 151 131.619636077083 144 122.407479045777 128 392.707536356473 392.707536356473 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC23 GC 2014 NA NA NA NA NA 158.51114379085 176 150.474869281046 160 142.552287581699 154 451.538300653595 451.538300653595 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC25 GC 2014 NA NA NA NA NA 187.748366013072 194 176.326828215563 186 161.613485016648 168 525.688679245283 525.688679245283 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC26 GC 2014 NA NA NA NA NA 173.581491361789 75 162.204236534553 74 148.54674796748 166 484.332475863821 484.332475863821 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC27 GC 2014 NA NA NA NA NA 153.528474025974 176 145.725681818182 161 133.622662337662 143 432.876818181818 432.876818181818 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC29 GC 2014 NA NA NA NA NA 136.823480803458 156 132.28839308416 128 125.827019238919 85 394.938893126536 394.938893126536 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC3 GC 2014 NA NA NA NA NA 154.412368972746 175 144.770080862534 160 132.928361784966 152 432.110811620246 432.110811620246 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC33 GC 2014 NA NA NA NA NA 169.592699579832 166 155.149527310924 136 138.97581407563 124 463.718040966387 463.718040966387 NA NA NA NA NA NA NA NA NA NA NA NA 1.42 0.0823272602348565 71 3.708 F NA NA NA NA NA NA NA NA NA NA F NA NA NA
GC34 GC 2014 NA NA NA NA NA 163.394068112378 98 158.269021536627 101 149.168492436098 178 470.831582085103 470.831582085103 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC35 GC 2014 NA NA NA NA NA 168.53225 190 150.382392857143 135 128.152214285714 96 447.066857142857 447.066857142857 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC37 GC 2014 NA NA NA NA NA 156.521670013387 178 148.504099732262 165 138.059432173137 157 443.085201918786 443.085201918786 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC39 GC 2014 NA NA NA NA NA 163.90462962963 161 146.555758101852 127 128.927633101852 96 439.388020833333 439.388020833333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC41 GC 2014 NA NA NA NA NA 183.255 97 172.676666666667 99 162.460525362319 105 518.392192028986 518.392192028986 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC42 GC 2014 NA NA NA NA NA 170.91796875 215 159.247995923913 175 146.59816576087 158 476.764130434783 476.764130434783 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC44 GC 2014 NA NA NA NA NA 189.653425229741 NA 167.954093567251 187 142.9388053467 148 500.546324143693 500.546324143693 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC46 GC 2014 NA NA NA NA NA 140.59595959596 113 133.821725317693 105 109.023582600196 99 383.441267513848 383.441267513848 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC47 GC 2014 NA NA NA NA NA 133.157175925926 64 126.689189814815 65 104.541805555556 126 364.388171296296 364.388171296296 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC48 GC 2014 NA NA NA NA NA 166.220074696545 130 161.012822906941 115 155.548770619359 100 482.781668222845 482.781668222845 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC49 GC 2014 NA NA NA NA NA 161.771271008403 186 147.520687441643 162 135.960725957049 156 445.252684407096 445.252684407096 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC5 GC 2014 NA NA NA NA NA 168.343867461515 66 158.462735521559 65 144.684814096579 64 471.491417079652 471.491417079652 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC50 GC 2014 NA NA NA NA NA 148.79268102372 159 144.42840980025 157 135.768531523096 151 428.989622347066 428.989622347066 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC51 GC 2014 NA NA NA NA NA 160.880040695523 184 149.870575903317 165 135.517295597484 151 446.267912196325 446.267912196325 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC6 GC 2014 NA NA NA NA NA 168.402975295795 181 154.858750529926 161 136.283847843681 141 459.545573669403 459.545573669403 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
GC8 GC 2014 NA NA NA NA NA 159.466066919192 97 151.986347853535 98 142.504774305556 163 453.957189078283 453.957189078283 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
LN26 LN 2014 NA NA NA NA NA 180.08052238806 214 166.267462686567 186 147.372350746269 158 493.720335820896 493.720335820896 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
LN27 LN 2014 NA NA NA NA NA 152.013671875 107 146.430625 109 140.2475 153 438.691796875 438.691796875 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
LN28 LN 2014 NA NA NA NA NA 160.407248263889 171 154.494661458333 161 147.647743055556 158 462.549652777778 462.549652777778 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB1 MB 2014 NA NA NA NA NA 182.192420212766 104 181.704445288754 135 180.81251899696 205 544.70938449848 544.70938449848 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB10 MB 2014 NA NA NA NA NA 141.886630730381 163 137.160984848485 158 130.934829059829 144 409.982444638695 409.982444638695 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB11 MB 2014 NA NA NA NA NA 148.593431277319 104 144.514145216124 157 141.592733122875 150 434.700309616319 434.700309616319 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB12 MB 2014 NA NA NA NA NA 124.675788288288 154 124.864836711712 152 125.255884009009 146 374.796509009009 374.796509009009 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB13 MB 2014 NA NA NA NA NA 136.491146318733 147 135.916618126747 132 136.425267940354 130 408.833032385834 408.833032385834 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB14 MB 2014 NA NA NA NA NA 169.680886426593 190 168.557202216066 189 166.340183518006 185 504.578272160665 504.578272160665 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB15 MB 2014 NA NA NA NA NA 129.43285472973 152 129.322818742656 139 129.835414218566 130 388.591087690952 388.591087690952 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB16 MB 2014 NA NA NA NA NA 142.186163651316 158 142.142081277412 156 143.242684347588 153 427.570929276316 427.570929276316 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB17 MB 2014 NA NA NA NA NA 149.9294332211 74 141.84375 162 134.152918069585 156 425.926101290685 425.926101290685 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB18 MB 2014 NA NA NA NA NA 164.224156476449 189 163.837267889493 188 161.827275815217 187 489.888700181159 489.888700181159 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB19 MB 2014 NA NA NA NA NA 149.941346153846 97 144.753182234432 163 138.264423076923 155 432.958951465201 432.958951465201 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB2 MB 2014 NA NA NA NA NA 144.005208333333 163 142.499311542146 159 139.764697078544 156 426.269216954023 426.269216954023 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB20 MB 2014 NA NA NA NA NA 154.389726775956 162 155.725755919854 162 155.009617486339 159 465.125100182149 465.125100182149 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB21 MB 2014 NA NA NA NA NA 144.7775 160 140.202991803279 158 133.661885245902 152 418.64237704918 418.64237704918 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB22 MB 2014 NA NA NA NA NA 180.685578208556 191 176.009943181818 185 170.006287600267 174 526.701808990642 526.701808990642 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB23 MB 2014 NA NA NA NA NA 157.641840277778 101 155.604935515873 172 152.631696428571 161 465.878472222222 465.878472222222 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB24 MB 2014 NA NA NA NA NA 176.678725546605 106 174.81945243575 202 172.276323360184 190 523.774501342539 523.774501342539 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB25 MB 2014 NA NA NA NA NA 166.940241029358 187 163.524034976441 179 159.625113265676 162 490.089389271475 490.089389271475 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB26 MB 2014 NA NA NA NA NA 159.065916719949 100 154.682025255754 165 150.055246962916 156 463.803188938619 463.803188938619 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB27 MB 2014 NA NA NA NA NA 142.431872717788 159 144.51335419927 159 147.192070944184 158 434.137297861242 434.137297861242 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB28 MB 2014 NA NA NA NA NA 170.191967871486 189 168.995939312807 188 167.248371262829 187 506.436278447122 506.436278447122 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB29 MB 2014 NA NA NA NA NA 161.5984375 129 152.190792410714 106 144.7333984375 157 458.522628348214 458.522628348214 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB3 MB 2014 NA NA NA NA NA 168.42501023751 101 164.450586950587 111 159.140868140868 188 492.016465328965 492.016465328965 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB30 MB 2014 NA NA NA NA NA 165.584294871795 182 166.27625534188 181 166.039556623932 174 497.900106837607 497.900106837607 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB31 MB 2014 NA NA NA NA NA 150.698805147059 163 147.103553921569 158 142.044852941176 153 439.847212009804 439.847212009804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB32 MB 2014 NA NA NA NA NA 156.449463383838 186 158.466003787879 187 158.99788510101 187 473.913352272727 473.913352272727 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB33 MB 2014 NA NA NA NA NA 176.991611111111 190 175.530277777778 190 174.231722222222 190 526.753611111111 526.753611111111 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
