id pop year region species cluster geno_sex sequenced rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode isotope_d13C isotope_d15N isotope_d13C_resid isotope_d15N_resid isotope_CN_ratio csize PC1 PC2 PC3 PC4 PC5 PC6 egg_diameter_mean egg_diameter_sd egg_number egg_weight sex testis_length_mean testis_width_mean testis_weight std_length body_depth1 body_depth2 spine_dorsal1 spine_dorsal2 spine_dorsal3 spine_pelvic joint_sex raker_long_count raker_short_count plate_count
CPN20 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CPN23 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CPN25 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA
CPN27 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA
CPN28 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA
CPN33 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CPN35 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA
CPN6 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA
CPN8 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CPN9 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CPSE11 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA
CPSE12 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CPSE15 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA
CPSE16 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA
CPSE19 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA
CPSE2 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CPSE20 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CPSE21 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CPSE23 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA
CPSE25 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CPSE32 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CPSE33 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CPSE34 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA
CPSE38 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CPSE9 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA
GC1 GC 2014 CB cmn cbr F 1 132.054563492063 82 128.033415217939 79 111.311602418745 79 371.399581128748 371.399581128748 NA NA NA NA NA NA NA NA NA NA NA NA 1.325 0.067700320038633 109 3.73 F NA NA NA 6.15 1.35 1.46 0.636510309 0.78 0.23553866 1.162391753 F NA NA NA
GC10 GC 2014 CB cmn cbr M 1 169.000631313131 189 159.429022366522 183 146.782215007215 159 475.211868686869 475.211868686869 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M 6.5 1.4 0.869 6.17 1.38 1.4 0.678378866 0.755 0.23167268 0.960976804 M NA NA NA
GC12 GC 2014 CB cmn cbr F 1 161.92587042587 128 153.907037407037 127 146.368446368446 109 462.201354201354 462.201354201354 NA NA NA NA NA NA NA NA NA NA NA NA 1.565 0.0883490552046571 100 4.495 F NA NA NA 5.96 1.39 1.47 0.629712246 0.752 0.214147443 1.179823651 F NA NA NA
GC14 GC 2014 CB cmn cbr F 1 178.758029513889 130 170.984006076389 128 161.353515625 106 511.095551215278 511.095551215278 NA NA NA NA NA NA NA NA NA NA NA NA 1.32 0.0632455532033676 92 3.641 F NA NA NA 5.66 1.35 1.42 0.632356049 0.712 0.247800723 0.959944032 F NA NA NA
GC15 GC 2014 CB wht cbr M 1 155.698334921283 176 147.656095458464 161 138.077945646749 152 441.432376026496 441.432376026496 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M 7.6 1.425 1.059 4.69 1.05 1.09 0.625128542 0.6 0.184415149 1.006396825 M NA NA NA
GC16 GC 2014 CB cmn cbr M 1 159.644564636752 96 139.533943198006 161 116.017761752137 126 415.196269586895 415.196269586895 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M 5.15 1.325 0.615 6.12 1.38 1.36 0.691011594 0.656 0.183954286 0.918865831 M NA NA NA
GC18 GC 2014 CB cmn cbr F 1 169.554093567251 162 152.955088432463 159 138.533607901868 134 461.042789901583 461.042789901583 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6.16 1.44 1.46 0.583027919 0.563 0.282081218 0.801195432 F NA NA NA
GC19 GC 2014 CB cmn cbr M 1 147.522105109062 69 143.496925779534 68 138.976760357195 70 429.995791245791 429.995791245791 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M 5.5 1.3 0.73 5.25 1.18 1.18 0.511366013 0.635 0.132637497 0.894428205 M NA NA NA
GC2 GC 2014 CB cmn cbr F 1 179.029243292131 NA 174.570461930124 NA 169.620607644123 NA 523.220312866379 523.220312866379 NA NA NA NA NA NA NA NA NA NA NA NA 1.3955 0.439042202476659 66 4.758 F NA NA NA 5.18 1.21 1.28 0.497092308 0.526 0.14248718 0.688020513 F NA NA NA
GC21 GC 2014 CB cmn cbr M 1 172.937369572963 71 151.365373848425 70 129.092202371863 150 453.394945793251 453.394945793251 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M 5.55 1.35 0.718 5.95 1.31 1.3 0.739347369 0.606 0.15142518 1.072557632 M NA NA NA
GC24 GC 2014 CB cmn cbr M 1 150.952317790702 104 145.895316804408 176 139.4368261742 102 436.284460769309 436.284460769309 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M 5.9 1.35 0.77 5.3 1.26 1.26 0.609572061 0.638 0.180316251 1.257964262 M NA NA NA
GC28 GC 2014 CB cmn cbr F 1 165.313471836062 194 153.969120070024 173 142.177234579343 156 461.459826485429 461.459826485429 NA NA NA NA NA NA NA NA NA NA NA NA 1.495 0.109163485958752 86 4.28 F NA NA NA 6.4 1.47 1.52 0.601753279 0.6 0 0.82056706 F NA NA NA
GC30 GC 2014 CB cmn cbr F 1 162.681918331375 143 150.905478848414 126 135.309268507638 99 448.896665687427 448.896665687427 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5.17 1.16 1.19 0.59197906 0.604 0.198539063 1.052634027 F NA NA NA
GC31 GC 2014 CB cmn cbr M 1 177.010945945946 97 157.509493243243 179 132.249966216216 141 466.770405405405 466.770405405405 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M 7.15 1.35 0.767 5.37 1.15 1.11 0.725310433 0.806 0.193117048 0.954412214 M NA NA NA
GC32 GC 2014 CB cmn cbr M 1 168.897101309707 186 155.588501540832 168 138.991140215716 156 463.476743066256 463.476743066256 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M 5 1.35 0.797 4.59 1.13 1.11 0.626682205 0.662 0.220179588 0.993394587 M NA NA NA
GC36 GC 2014 CB cmn cbr M 1 152.474957264957 180 138.026367521368 158 119.292243589744 132 409.793568376068 409.793568376068 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M 5.75 1.3 1.005 6.07 1.32 1.32 NA NA 0 NA M NA NA NA
GC38 GC 2014 CB cmn cbr M 1 155.381497175141 98 143.812735404896 165 127.899034839925 153 427.093267419962 427.093267419962 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M 7.5 1.75 1.238 6.28 1.39 1.37 0.562002584 0.511 0.208583979 0.697847545 M NA NA NA
GC4 GC 2014 CB cmn cbr F 1 197.871671075838 101 191.408840388007 97 181.564197530864 96 570.844708994709 570.844708994709 NA NA NA NA NA NA NA NA NA NA NA NA 0.765 0.0783510618236211 120 0.772 F NA NA NA 5.6 1.28 1.41 0.602362667 0.732 0.203985884 0.99017298 F NA NA NA
GC40 GC 2014 CB cmn cbr F 1 179.165918443696 161 152.986563162489 134 122.820270607308 105 454.972752213493 454.972752213493 NA NA NA NA NA NA NA NA NA NA NA NA 1.66 0.0699205898780101 124 5.652 F NA NA NA 6.15 1.46 1.53 0.557993087 0.632 0.202280956 1.000112817 F NA NA NA
GC45 GC 2014 CB cmn cbr F 1 166.648706896552 NA 158.266825039185 138 149.175303683386 183 474.090835619122 474.090835619122 NA NA NA NA NA NA NA NA NA NA NA NA 0.85 0.0577350269189626 78 0.92 F NA NA NA 5.47 1.24 1.3 0.571353123 0.7 0.16819811 0.781079668 F NA NA NA
GC7 GC 2014 CB cmn cbr M 1 174.74944037444 101 166.974715099715 98 158.461894586895 104 500.18605006105 500.18605006105 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M 4.5 0.9 0.391 4.93 1.07 1.05 0.570418745 0.626 0.173768192 0.849935588 M NA NA NA
GC9 GC 2014 CB cmn cbr M 1 177.259808974095 103 156.247612176184 182 133.98852470281 157 467.495945853089 467.495945853089 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M 6.3 1.6 0.309 5.21 1.22 1.22 0.627315612 0.702 0 0.892648327 M NA NA NA
LD1 LD 2014 CB wht wht NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
LD2 LD 2014 CB cmn cmn NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
LD3 LD 2014 CB cmn cmn NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
LN1 LN 2014 CB cmn cbr M 1 165.477694746377 95 156.585522342995 182 146.002339975845 161 468.065557065217 468.065557065217 -20.57 11.52 -0.134166666666667 0.0524999999999995 3.23554933519944 6.71935218650964 -0.0183027099671803 0.0555222160798998 0.0085717340912302 0.0116773038501238 0.0118261476557941 0.000339346228012583 NA NA NA NA M 5.5 1.4 0.783 5.49 1.28 1.2 0.616178682 0.587 0.140751786 0.814305452 M NA NA NA
LN10 LN 2014 CB cmn cbr M 1 167.534583333333 185 164.359615384615 182 160.501442307692 174 492.395641025641 492.395641025641 -20.68 11.46 -0.244166666666666 -0.00749999999999926 3.20384176237491 6.36854306813482 0.00931735007908557 0.038517264398283 -0.0134315049941849 0.0041478864307976 0.00456856043517966 -0.00219033248413869 NA NA NA NA NA NA NA NA 5.27 1.28 1.3 0.603836574 0.556 0.230473474 0.734574122 M NA NA NA
LN11 LN 2014 CB cmn cbr M 1 182.342675210902 101 175.341985723556 196 163.136112913692 183 520.820773848151 520.820773848151 -20.58 11.62 -0.144166666666665 0.152499999999999 3.31616515045486 6.46924345680768 0.0667208764403152 0.00316385539256495 0.00687753279568664 0.0107103034148422 0.005275807247952 -0.00378182162910113 NA NA NA NA M 6.55 1.15 0.873 5.33 1.26 1.21 0.579779956 0.566 0.193982863 0.835320195 M NA NA NA
LN12 LN 2014 CB cmn cbr M 1 173.297571889671 189 162.659734448357 176 149.207636443662 154 485.16494278169 485.16494278169 -20.38 11.25 0.0558333333333343 -0.2175 3.3255620316403 6.47622794947679 0.0346070275489609 0.033360574848823 0.0299625498763574 0.00346393607631684 -0.0169959933875927 -0.000213292474079799 NA NA NA NA M 6.9 1.3 0.752 5.35 1.21 1.18 0.610097271 0.615 0.252295883 0.866367044 M NA NA NA
LN13 LN 2014 CB cmn cbr F 1 157.624173658785 137 152.466310704297 131 147.366005593694 129 457.456489956776 457.456489956776 -20.61 11.46 -7.89472653917045e-15 -3.18842174884537e-15 3.2793500338524 6.88592806642954 0.0152476587953443 -0.0208154082604099 0.0146741681001434 -0.00751067971498711 0.0133893172796045 0.000797199000976465 NA NA NA NA NA NA NA NA 5.57 1.2 1.17 0.680868983 0.678 0.198467727 0.977071889 F NA NA NA
LN14 LN 2014 CB cmn cbr M 1 154.158687363834 97 146.402178649237 175 137.801497821351 159 438.362363834423 438.362363834423 -20.9 11.99 -0.464166666666665 0.5225 3.21087405368204 7.0240794798374 0.0358888031056352 0.0576046516835049 0.0210668266389354 -0.000827626559033251 0.0031406199504578 -0.00339768515611261 NA NA NA NA M 5.85 1.4 0.786 5.84 1.33 1.24 0.610760812 0.599 0.17141443 0.836746959 M NA NA NA
LN15 LN 2014 CB cmn cbr M 1 164.16352739726 181 157.654691780822 169 150.105410958904 159 471.923630136986 471.923630136986 -20.32 11.54 0.115833333333333 0.072499999999999 3.23971094287681 6.63868448171297 -0.0118857208826286 0.0505228955510344 0.00622139273586156 0.00598606342761641 -0.0104954011171117 0.00129697806020756 NA NA NA NA M 6.6 1.6 0.911 5.44 1.25 1.22 0.534117366 0.629 0.151133174 0.859830895 M NA NA NA
LN16 LN 2014 CB wht cbr M 1 174.386433678501 191 162.328525641026 181 146.102933925049 157 482.817893244576 482.817893244576 -20.72 11.66 -0.284166666666666 0.1925 3.38434965455092 6.66094203371835 0.00428323518972975 -0.00141948852927444 -0.0171705904621256 -0.0105975886839763 0.0222489257063322 0.00706389930152888 NA NA NA NA M 5.05 1.45 1.123 5.37 1.26 1.28 0.589051282 0.599 0.108784615 0.830912821 M NA NA NA
LN17 LN 2014 CB cmn cbr M 1 170.239178959627 187 163.969186723602 181 154.473845108696 164 488.682210791926 488.682210791926 -19.74 11.46 0.695833333333335 -0.00749999999999926 3.26631254037757 6.1041085197814 0.0308742780177453 0.0217871219355228 0.0123132178987996 -0.00963133079372478 0.0117477038760946 -0.00396937573962916 NA NA NA NA M 6.35 1.55 1.068 5.06 1.14 1.08 0.542484931 0.631 0.210486577 0.865736053 M NA NA NA
LN18 LN 2014 CB cmn cbr M 1 158.759890572391 165 153.680520482604 159 147.158003647587 155 459.598414702581 459.598414702581 -19.99 11.2 0.445833333333335 -0.267500000000001 3.27577426015141 6.43790873635659 0.0180924925699663 0.0241983252000526 -0.00510189088814113 -0.0150108461434588 0.00860151556137745 -0.00637042303197405 NA NA NA NA M 6.7 1.3 0.802 5.25 1.22 1.19 0.690917203 0.695 0.206973119 1.019540424 M NA NA NA
LN19 LN 2014 CB cmn cbr M 1 175.844246031746 128 165.065648723257 188 152.751035196687 161 493.660929951691 493.660929951691 -20.87 11.81 -0.434166666666668 0.3425 3.3321998612075 6.03894184826557 -0.0171003116660157 0.014725414842765 -0.0165464342561084 0.00370303340020461 -0.000402054773266525 -0.00669595232214584 NA NA NA NA M 6.7 1.3 0.933 4.89 1.16 1.09 0.649529262 0.657 0 0.859854962 M NA NA NA
LN2 LN 2014 CB wht cbr M 1 176.237463017751 103 168.21701183432 188 158.63198964497 170 503.086464497041 503.086464497041 -20.42 11.4 0.0158333333333316 -0.0674999999999997 3.24693737095664 6.4829581481945 0.0355875945198289 0.024531989329361 0.0057103931037677 -0.0293782013097033 0.000501076761761456 -0.0231513573209009 NA NA NA NA M 4.4 1.25 0.539 5.29 1.25 1.15 0.600768694 0.697 0.120152713 0.833020522 M NA NA NA
LN20 LN 2014 CB wht cbr M 1 172.28287627551 189 166.247608418367 184 157.272608418367 164 495.803093112245 495.803093112245 -19.85 12.05 0.585833333333332 0.582500000000001 3.21087405368204 6.65861990107278 0.0220695043379448 0.0255330985214996 0.0191927812279881 -0.0203424766045536 0.00785389657183738 0.0043058571092303 NA NA NA NA M 5.5 1.4 0.781 5.45 1.21 1.2 0.64205462 0.587 0.184451693 0.763880055 M NA NA NA
LN21 LN 2014 CB cmn cbr M 1 159.347089552239 101 153.101082089552 102 145.398917910448 162 457.847089552239 457.847089552239 -20.1 11.18 0.335833333333332 -0.2875 3.3113044782837 6.56907778514826 -0.00863841377523676 0.0369218092665537 0.0112982377604224 -0.00215025070883151 0.00513399520102992 0.00410743479151416 NA NA NA NA M 5.25 1.35 0.873 5.41 1.22 1.15 0.523982051 0.609 0.197017949 0.892441026 M NA NA NA
LN22 LN 2014 CB cmn cbr M 1 170.473975409836 100 162.512418032787 101 152.500245901639 175 485.486639344262 485.486639344262 -20.08 11.24 0.355833333333335 -0.2275 3.21070234113712 6.56216795098246 0.0346359773878222 0.0296301150213723 0.00526768974998368 -0.010455320708309 0.0130246454585812 -0.0164537845855559 NA NA NA NA M 6 1.05 0.577 5.32 1.19 1.16 0.615440204 0.667 0.195513995 0.99283715 M NA NA NA
LN23 LN 2014 CB cmn cbr M 1 156.077003588517 104 151.859250398724 176 146.585675837321 160 454.521929824561 454.521929824561 -20.41 11.25 0.0258333333333332 -0.2175 3.21810048176187 6.01052151648876 -0.00168747767059602 0.0558820887908242 -0.00154365182776434 0.0153223366606867 0.0343695463564033 -0.00574738246606922 NA NA NA NA M 5.4 1.025 0.465 5.04 1.14 1.05 0.56566721 0.503 0.206973119 0.834297406 M NA NA NA
LN24 LN 2014 CB cmn cbr M 1 162.465202294686 176 157.87058423913 166 152.247999698068 159 472.583786231884 472.583786231884 -19.99 11.35 0.445833333333335 -0.1175 3.22750853242321 6.41519099335215 0.00868887428702309 0.0356622669289822 -0.0118344772779558 -0.0052952976540624 0.00914105289259389 -0.0030614698213038 NA NA NA NA M 6.4 1.3 0.948 5.05 1.15 1.05 0.467849946 0.461 0.110927942 0.908105711 M NA NA NA
LN25 LN 2014 CB cmn cbr M 1 157.759117203219 105 149.771032444668 170 140.271755533199 151 447.801905181087 447.801905181087 -20.1 11.76 0.335833333333332 0.2925 3.2341261909521 6.83428832802664 -0.068706952620382 0.0559669019435737 -0.00215653342430242 0.0118497688510115 0.00247236822140047 -0.0216069130517111 NA NA NA NA M 6.5 1.075 0.697 5.5 1.28 1.25 0.585828205 0.502 0.151520513 0.846712821 M NA NA NA
LN29 LN 2014 CB cmn NA NA 1 178.857210144928 138 168.19481884058 185 148.709927536232 139 495.761956521739 495.761956521739 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
LN3 LN 2014 CB cmn cbr M 1 172.751041666667 104 164.453165064103 182 151.687900641026 158 488.892107371795 488.892107371795 -20.27 11.65 0.165833333333334 0.1825 3.26846975088968 6.48622072326219 -0.0049670887109399 0.0341043344238206 0.0129895716965182 0.00563574036072761 0.0175243005657423 -0.000498234778777032 NA NA NA NA M 7.2 1.45 0.785 5.29 1.19 1.13 0.612420074 0.55 0.195792291 0.877358055 M NA NA NA
LN30 LN 2014 CB wht NA NA 1 187.578897527911 136 170.245763556619 188 148.030552232855 158 505.855213317384 505.855213317384 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
LN4 LN 2014 CB cmn cbr M 1 163.159085986571 176 158.723223954949 163 154.102772363006 159 475.985082304527 475.985082304527 -21.3 11.65 -0.864166666666668 0.1825 3.22820153953814 6.87516523884496 0.0580311491478947 0.00457937780007955 0.00648895166242083 -0.00458378479271132 0.00743597881543135 0.00700288970364875 NA NA NA NA M 7.85 1.55 1.225 5.67 1.32 1.28 0.584748978 0.529 0 0.708277998 M NA NA NA
LN5 LN 2014 CB cmn cbr M 1 172.302242647059 189 166.597316176471 185 157.861691176471 167 496.76125 496.76125 -21.23 10.4 -0.794166666666667 -1.0675 3.26099644128114 6.44963261637294 0.0331177725068527 0.020282640046965 0.0181338026373956 0.00102703961834004 0.00373222784564783 -0.00174724744983143 NA NA NA NA M 6.85 1.35 1.183 5.29 1.2 1.18 0.52997201 0.531 0.140755725 0.855506361 M NA NA NA
LN6 LN 2014 CB cmn cbr M 1 173.807632953466 102 165.007923789174 102 152.947204415954 171 491.762761158594 491.762761158594 -20.48 11.47 -0.0441666666666671 0.00250000000000054 3.27028934368384 6.6798214184141 0.023338384615672 0.0216410858712196 0.0136195844147249 -0.00938394733757765 -0.00131255047194516 -0.000803860988732948 NA NA NA NA M 6.3 0.975 0.425 5.46 1.25 1.24 0.67607888 0.65 0.140755725 0.875038168 M NA NA NA
LN7 LN 2014 CB cmn cbr M 1 174.416486486486 190 166.906216216216 185 157.003141891892 163 498.325844594595 498.325844594595 -20.49 11.32 -0.0541666666666652 -0.1475 3.28709000072406 6.14351268934673 0.0439906121345439 0.02664823544883 0.000165556580916331 -0.0165525887636527 0.00195400825410868 0.00450634206930849 NA NA NA NA M 6.25 1.15 0.623 5.1 1.23 1.21 0.649182404 0.696 0.18777016 0.894322721 M NA NA NA
LN8 LN 2014 CB cmn cbr M 1 169.872248931624 98 159.516933760684 99 144.174866452991 158 473.564049145299 473.564049145299 -20.84 11.69 -0.404166666666667 0.222499999999999 3.24922163492868 6.91499758350637 0.0142346687377967 0.0175596144273673 0.00436592629075089 0.00991082470422287 0.0173794064510462 -8.08443237198352e-05 NA NA NA NA M 6.05 1 0.414 5.78 1.28 1.28 0.559225232 0.668 0.243186432 0.73085895 M NA NA NA
LN9 LN 2014 CB cmn cbr M 1 174.996289816602 97 164.748039333977 188 149.556467181467 164 489.300796332046 489.300796332046 -20.15 11.3 0.285833333333335 -0.167499999999999 3.23198334340789 6.68438631732266 0.00643205388042495 0.0158859424395803 0.000318836547622033 -0.00429066101167918 0.00194831095056446 -0.00542096739802395 NA NA NA NA M 6.5 1.1 0.797 5.49 1.29 1.26 0.61073249 0.677 0.18778653 0.834297406 M NA NA NA
MH10 MH 2014 GY cmn cmn F 1 172.881229995428 144 166.632887517147 144 157.486396890718 149 497.000514403292 497.000514403292 NA NA NA NA NA 5.67709981097578 -0.0221098996257384 -0.0167238149979499 -0.00177135612805532 -0.0118861129272376 0.00664633804881075 0.0132634034519897 NA NA NA NA NA NA NA NA 4.58 1.03 1.08 0.533009761 0.529 0.248055874 0.83834973 F NA NA NA
MH11 MH 2014 GY cmn cmn M 1 183.600529100529 197 171.227380952381 167 154.4 128 509.22791005291 509.22791005291 NA NA NA NA NA 4.74174129360265 0.0159226615563277 0.0115649464574824 -0.0182224007449041 -0.00695874084356502 0.00582867313326856 0.00649769951663199 NA NA NA NA NA NA NA NA 3.81 0.89 0.87 0.462025121 0.509 0.161346851 0.735420543 M NA NA NA
